time,x,y,id,risk-so-far,total-risk
15.28,1.0312,2.4362,24,0.0,0.00046209902643012946
15.28,1.0681,1.1048,25,0.0028097983987732666,0.011304341458788447
15.28,2.0042,3.9904,26,0.0016663788638446864,0.0016998034673578744
15.28,1.7891,3.4161,27,0.0016663788638446864,0.0016998034673578744
15.28,1.8705,2.2596,28,0.0,0.00046209902643012946
15.28,3.5545,1.6429,29,0.0,0.0
15.28,4.455,2.0604,30,0.0,0.0
15.32,-5.1115,0.8296,18,0.0,0.0
15.32,-1.9653,3.457,19,0.0,0.0
15.32,-1.9966,2.551,20,0.0,0.0
15.32,-1.9436,1.7827,21,0.0,0.0
15.32,-1.3978,4.0995,22,0.0,0.0
15.32,0.9418,1.6488,23,0.0028382804022674124,0.011304341458788447
15.32,0.9733,2.4424,24,0.0,0.00046209902643012946
15.32,1.0054,1.0977,25,0.0028382804022674124,0.011304341458788447
15.32,1.9444,3.9785,26,0.0016665218160235584,0.0016998034673578744
15.32,1.7207,3.422,27,0.0016665218160235584,0.0016998034673578744
15.32,1.8084,2.277,28,0.0,0.00046209902643012946
15.32,3.4943,1.6385,29,0.0,0.0
15.32,4.4024,2.0641,30,0.0,0.0
15.36,-5.1925,0.8167,18,0.0,0.0
15.36,-2.0233,3.4525,19,0.0,0.0
15.36,-2.0453,2.55,20,0.0,0.0
15.36,-2.0116,1.7754,21,0.0,0.0
15.36,-1.4648,4.1112,22,0.0,0.0
15.36,0.8918,1.6557,23,0.0028634985620195064,0.011304341458788447
15.36,0.9137,2.4464,24,0.0,0.00046209902643012946
15.36,0.9596,1.0999,25,0.0028634985620195064,0.011304341458788447
15.36,1.8743,3.9905,26,0.0016665218160235584,0.0016998034673578744
15.36,1.6575,3.4306,27,0.0016665218160235584,0.0016998034673578744
15.36,1.7488,2.2975,28,0.0,0.00046209902643012946
15.36,3.4263,1.6338,29,0.0,0.0
15.36,4.347,2.073,30,0.0,0.0
15.4,-5.2651,0.7909,18,0.0,0.0
15.4,-2.0836,3.4507,19,0.0,0.0
15.4,-2.1005,2.5536,20,0.0,0.0
15.4,-2.0769,1.7656,21,0.0,0.0
15.4,-1.5289,4.1151,22,0.0,0.0
15.4,0.8364,1.6645,23,0.0028788634290453086,0.011304341458788447
15.4,0.8498,2.4518,24,0.0,0.00046209902643012946
15.4,0.8928,1.0917,25,0.0028788634290453086,0.011304341458788447
15.4,1.8166,3.9914,26,0.0016677976419209317,0.0016998034673578744
15.4,1.5997,3.4341,27,0.0016677976419209317,0.0016998034673578744
15.4,1.6864,2.3154,28,0.0,0.00046209902643012946
15.4,3.3602,1.6265,29,0.0,0.0
15.4,4.2734,2.0787,30,0.0,0.0
15.44,-5.3428,0.7852,18,0.0,0.0
15.44,-2.1425,3.4476,19,0.0,0.0
15.44,-2.1648,2.5617,20,0.0,0.0
15.44,-2.1369,1.7559,21,0.0,0.0
15.44,-1.6023,4.1155,22,0.0,0.0
15.44,0.7784,1.6733,23,0.0028877472067876386,0.011304341458788447
15.44,0.7866,2.4578,24,0.0,0.00046209902643012946
15.44,0.8465,1.0914,25,0.0028877472067876386,0.011304341458788447
15.44,1.7603,4.0001,26,0.001668525247688013,0.0016998034673578744
15.44,1.5314,3.4467,27,0.001668525247688013,0.0016998034673578744
15.44,1.6243,2.3384,28,0.0,0.00046209902643012946
15.44,3.3008,1.6196,29,0.0,0.0
15.44,4.2024,2.087,30,0.0,0.0
15.48,-2.2042,3.4498,19,0.0,0.0
15.48,-2.2201,2.5705,20,0.0,0.0
15.48,-2.1983,1.7476,21,0.0,0.0
15.48,-1.6575,4.1165,22,0.0,0.0
15.48,0.7187,1.6802,23,0.0028885110192597985,0.011304341458788447
15.48,0.7314,2.464,24,0.0,0.00046209902643012946
15.48,0.7868,1.0853,25,0.0028885110192597985,0.011304341458788447
15.48,1.6995,4.0023,26,0.0016729696930140037,0.0016998034673578744
15.48,1.4736,3.4539,27,0.0016729696930140037,0.0016998034673578744
15.48,1.5528,2.3625,28,0.0,0.00046209902643012946
15.48,3.2382,1.6073,29,0.0,0.0
15.48,4.1156,2.095,30,0.0,0.0
15.52,-2.2619,3.448,19,0.0,0.0
15.52,-2.2818,2.5727,20,0.0,0.0
15.52,-2.2651,1.7443,21,0.0,0.0
15.52,-1.723,4.1172,22,0.0,0.0
15.52,0.6723,1.6979,23,0.0028885110192597985,0.011304341458788447
15.52,0.6629,2.4725,24,0.0,0.00046209902643012946
15.52,0.7333,1.0771,25,0.0028885110192597985,0.011304341458788447
15.52,1.6455,4.0099,26,0.0016829201241285174,0.0016998034673578744
15.52,1.412,3.474,27,0.0016829201241285174,0.0016998034673578744
15.52,1.4838,2.3893,28,0.0,0.00046209902643012946
15.52,3.1756,1.5949,29,0.0,0.0
15.52,4.031,2.1161,30,0.0,0.0
15.52,4.5765,3.5505,31,0.0,0.0
15.56,-2.3166,3.4359,19,0.0,0.0
15.56,-2.346,2.5694,20,0.0,0.0
15.56,-2.3295,1.7489,21,0.0,0.0
15.56,-1.7859,4.1153,22,0.0,0.0
15.56,0.6133,1.7143,23,0.0028885110192597985,0.011304341458788447
15.56,0.5972,2.4758,24,0.0,0.00046209902643012946
15.56,0.6788,1.069,25,0.0028885110192597985,0.011304341458788447
15.56,1.5985,4.0033,26,0.0016902201203283784,0.0016998034673578744
15.56,1.3467,3.4712,27,0.0016902201203283784,0.0016998034673578744
15.56,1.4043,2.4158,28,0.0,0.00046209902643012946
15.56,3.1131,1.5799,29,0.0,0.0
15.56,3.9706,2.1195,30,0.0,0.0
15.56,4.5272,3.5463,31,0.0,0.0
15.6,-2.3721,3.45,19,0.0,0.0
15.6,-2.4012,2.5731,20,0.0,0.0
15.6,-2.3873,1.7524,21,0.0,0.0
15.6,-1.8527,4.112,22,0.0,0.0
15.6,0.5378,1.7305,23,0.0028885110192597985,0.011304341458788447
15.6,0.5394,2.4793,24,0.0,0.00046209902643012946
15.6,0.6153,1.0644,25,0.0028885110192597985,0.011304341458788447
15.6,1.5405,4.0121,26,0.0016998034673578744,0.0016998034673578744
15.6,1.2846,3.4859,27,0.0016998034673578744,0.0016998034673578744
15.6,1.3261,2.4437,28,0.0,0.00046209902643012946
15.6,3.0532,1.5651,29,0.0,0.0
15.6,3.8575,2.1293,30,0.0,0.0
15.6,4.4721,3.5402,31,0.0,0.0
15.64,-2.4259,3.4497,19,0.0,0.0
15.64,-2.4602,2.5726,20,0.0,0.0
15.64,-2.4465,1.7572,21,0.0,0.0
15.64,-1.918,4.1022,22,0.0,0.0
15.64,0.4824,1.7484,23,0.0028885110192597985,0.011304341458788447
15.64,0.4765,2.4775,24,0.0,0.00046209902643012946
15.64,0.5482,1.0619,25,0.0028885110192597985,0.011304341458788447
15.64,1.4753,4.0392,26,0.0016998034673578744,0.0016998034673578744
15.64,1.2102,3.4776,27,0.0016998034673578744,0.0016998034673578744
15.64,1.2479,2.4715,28,0.0,0.00046209902643012946
15.64,3.001,1.5556,29,0.0,0.0
15.64,3.8007,2.1503,30,0.0,0.0
15.64,4.4095,3.534,31,0.0,0.0
15.68,-2.4797,3.4521,19,0.0,0.0
15.68,-2.5218,2.5721,20,0.0,0.0
15.68,-2.5058,1.7673,21,0.0,0.0
15.68,-1.9861,4.0976,22,0.0,0.0
15.68,0.4259,1.7731,23,0.0028885110192597985,0.011304341458788447
15.68,0.4242,2.4733,24,0.0,0.00046209902643012946
15.68,0.4857,1.0626,25,0.0028885110192597985,0.011304341458788447
15.68,1.4274,4.0244,26,0.0016998034673578744,0.0016998034673578744
15.68,1.1445,3.4809,27,0.0016998034673578744,0.0016998034673578744
15.68,1.1749,2.4995,28,0.0,0.00046209902643012946
15.68,2.9514,1.5489,29,0.0,0.0
15.68,3.7384,2.1651,30,0.0,0.0
15.68,4.3383,3.5341,31,0.0,0.0
15.72,-2.5336,3.4544,19,0.0,0.0
15.72,-2.5755,2.5605,20,0.0,0.0
15.72,-2.5692,1.7838,21,0.0,0.0
15.72,-2.0555,4.0942,22,0.0,0.0
15.72,0.3713,1.7792,23,0.0028885110192597985,0.011304341458788447
15.72,0.3667,2.4663,24,0.0,0.00046209902643012946
15.72,0.4184,1.0537,25,0.0028885110192597985,0.011304341458788447
15.72,1.3668,4.0331,26,0.0016998034673578744,0.0016998034673578744
15.72,1.0684,3.4813,27,0.0016998034673578744,0.0016998034673578744
15.72,1.1019,2.5275,28,0.0,0.00046209902643012946
15.72,2.9058,1.5384,29,0.0,0.0
15.72,3.6592,2.1811,30,0.0,0.0
15.72,4.2663,3.525,31,0.0,0.0
15.76,-2.5888,3.458,19,0.0,0.0
15.76,-2.6304,2.5537,20,0.0,0.0
15.76,-2.63,1.7977,21,0.0,0.0
15.76,-2.1262,4.0895,22,0.0,0.0
15.76,0.324,1.7831,23,0.0028885110192597985,0.011304341458788447
15.76,0.3141,2.47,24,0.0,0.00046209902643012946
15.76,0.3588,1.0523,25,0.0028885110192597985,0.011304341458788447
15.76,1.2969,4.057,26,0.0016998034673578744,0.0016998034673578744
15.76,0.9975,3.4844,27,0.0016998034673578744,0.0016998034673578744
15.76,1.0303,2.5542,28,0.0,0.00046209902643012946
15.76,2.8523,1.5302,29,0.0,0.0
15.76,3.6147,2.1937,30,0.0,0.0
15.76,4.1924,3.5223,31,0.0,0.0
15.8,-2.6454,3.4655,19,0.0,0.0
15.8,-2.6885,2.5504,20,0.0,0.0
15.8,-2.6899,1.8104,21,0.0,0.0
15.8,-2.2049,4.0898,22,0.0,0.0
15.8,0.2715,1.7841,23,0.0028885110192597985,0.011304341458788447
15.8,0.2669,2.4686,24,0.0,0.00046209902643012946
15.8,0.3044,1.0297,25,0.0028885110192597985,0.011304341458788447
15.8,1.2386,4.0674,26,0.0016998034673578744,0.0016998034673578744
15.8,0.9266,3.485,27,0.0016998034673578744,0.0016998034673578744
15.8,0.9563,2.5756,28,0.0,0.00046209902643012946
15.8,2.7881,1.5312,29,0.0,0.0
15.8,3.5481,2.2026,30,0.0,0.0
15.8,4.1186,3.517,31,0.0,0.0
15.84,-2.7018,3.4678,19,0.0,0.0
15.84,-2.7491,2.5585,20,0.0,0.0
15.84,-2.7679,1.8074,21,0.0,0.0
15.84,-2.2667,4.0971,22,0.0,0.0
15.84,0.2201,1.7787,23,0.0028885110192597985,0.011304341458788447
15.84,0.204,2.4694,24,0.0,0.00046209902643012946
15.84,0.2494,1.0254,25,0.0028885110192597985,0.011304341458788447
15.84,1.1901,4.0646,26,0.0016998034673578744,0.0016998034673578744
15.84,0.8568,3.4947,27,0.0016998034673578744,0.0016998034673578744
15.84,0.8901,2.5947,28,0.0,0.00046209902643012946
15.84,2.737,1.5242,29,0.0,0.0
15.84,3.4853,2.2074,30,0.0,0.0
15.84,4.0525,3.5122,31,0.0,0.0
15.88,-2.7597,3.4713,19,0.0,0.0
15.88,-2.7973,2.5372,20,0.0,0.0
15.88,-2.843,1.8176,21,0.0,0.0
15.88,-2.3442,4.0987,22,0.0,0.0
15.88,0.1668,1.7784,23,0.0028885110192597985,0.011304341458788447
15.88,0.1411,2.4649,24,0.0,0.00046209902643012946
15.88,0.1919,1.0185,25,0.0028885110192597985,0.011304341458788447
15.88,1.123,4.0884,26,0.0016998034673578744,0.0016998034673578744
15.88,0.7849,3.4886,27,0.0016998034673578744,0.0016998034673578744
15.88,0.8139,2.6003,28,0.0,0.00046209902643012946
15.88,2.6684,1.5206,29,0.0,0.0
15.88,3.3915,2.2028,30,0.0,0.0
15.88,3.9857,3.5116,31,0.0,0.0
15.92,-2.816,3.4709,19,0.0,0.0
15.92,-2.8513,2.5387,20,0.0,0.0
15.92,-2.8907,1.8319,21,0.0,0.0
15.92,-2.4074,4.1074,22,0.0,0.0
15.92,0.1222,1.7707,23,0.0028885110192597985,0.011304341458788447
15.92,0.0784,2.4578,24,0.0,0.00046209902643012946
15.92,0.1368,1.0195,25,0.0028885110192597985,0.011304341458788447
15.92,1.0663,4.1038,26,0.0016998034673578744,0.0016998034673578744
15.92,0.7264,3.4982,27,0.0016998034673578744,0.0016998034673578744
15.92,0.7447,2.6349,28,0.0,0.00046209902643012946
15.92,2.6114,1.5152,29,0.0,0.0
15.92,3.3119,2.218,30,0.0,0.0
15.92,3.9293,3.5085,31,0.0,0.0
15.96,-2.8724,3.4706,19,0.0,0.0
15.96,-2.9087,2.5291,20,0.0,0.0
15.96,-2.9645,1.8278,21,0.0,0.0
15.96,-2.473,4.108,22,0.0,0.0
15.96,0.0724,1.7756,23,0.0028885110192597985,0.011304341458788447
15.96,0.0131,2.448,24,0.0,0.00046209902643012946
15.96,0.0851,1.0234,25,0.0028885110192597985,0.011304341458788447
15.96,1.0088,4.1182,26,0.0016998034673578744,0.0016998034673578744
15.96,0.6586,3.5032,27,0.0016998034673578744,0.0016998034673578744
15.96,0.6654,2.6536,28,0.0,0.00046209902643012946
15.96,2.5485,1.5133,29,0.0,0.0
15.96,3.2252,2.2207,30,0.0,0.0
15.96,3.868,3.5138,31,0.0,0.0
16.0,-2.9337,3.4596,19,0.0,0.0
16.0,-2.9689,2.5247,20,0.0,0.0
16.0,-3.0455,1.8326,21,0.0,0.0
16.0,-2.5387,4.1139,22,0.0,0.0
16.0,0.0211,1.7807,23,0.0028885110192597985,0.011304341458788447
16.0,-0.0393,2.4464,24,0.0,0.00046209902643012946
16.0,0.0277,1.028,25,0.0028885110192597985,0.011304341458788447
16.0,0.9593,4.1248,26,0.0016998034673578744,0.0016998034673578744
16.0,0.5926,3.5144,27,0.0016998034673578744,0.0016998034673578744
16.0,0.5875,2.6709,28,0.0,0.00046209902643012946
16.0,2.4831,1.5062,29,0.0,0.0
16.0,3.1395,2.225,30,0.0,0.0
16.0,3.8189,3.5183,31,0.0,0.0
16.04,-2.9811,3.466,19,0.0,0.0
16.04,-3.0317,2.5176,20,0.0,0.0
16.04,-3.1109,1.828,21,0.0,0.0
16.04,-2.603,4.1133,22,0.0,0.0
16.04,-0.0301,1.7831,23,0.0028885110192597985,0.011304341458788447
16.04,-0.0995,2.442,24,0.0,0.00046209902643012946
16.04,-0.0313,1.0276,25,0.0028885110192597985,0.011304341458788447
16.04,0.8968,4.1372,26,0.0016998034673578744,0.0016998034673578744
16.04,0.5255,3.5216,27,0.0016998034673578744,0.0016998034673578744
16.04,0.5083,2.6869,28,0.0,0.00046209902643012946
16.04,2.4242,1.5031,29,0.0,0.0
16.04,3.0563,2.228,30,0.0,0.0
16.04,3.7619,3.5315,31,0.0,0.0
16.080000000000002,-3.0309,3.4646,19,0.0,0.0
16.080000000000002,-3.0993,2.514,20,0.0,0.0
16.080000000000002,-3.1659,1.8238,21,0.0,0.0
16.080000000000002,-2.6686,4.1166,22,0.0,0.0
16.080000000000002,-0.0824,1.7789,23,0.0028885110192597985,0.011304341458788447
16.080000000000002,-0.1572,2.4403,24,0.0,0.00046209902643012946
16.080000000000002,-0.0802,1.0406,25,0.0028885110192597985,0.011304341458788447
16.080000000000002,0.8401,4.1473,26,0.0016998034673578744,0.0016998034673578744
16.080000000000002,0.4557,3.5313,27,0.0016998034673578744,0.0016998034673578744
16.080000000000002,0.4293,2.7003,28,0.0,0.00046209902643012946
16.080000000000002,2.3537,1.5033,29,0.0,0.0
16.080000000000002,2.9654,2.2261,30,0.0,0.0
16.080000000000002,3.7103,3.5405,31,0.0,0.0
16.080000000000002,4.6123,1.5869,32,0.0,0.0
16.12,-3.0833,3.4604,19,0.0,0.0
16.12,-3.1573,2.506,20,0.0,0.0
16.12,-3.2064,1.8186,21,0.0,0.0
16.12,-2.733,4.1213,22,0.0,0.0
16.12,-0.1413,1.7732,23,0.0028885110192597985,0.011304341458788447
16.12,-0.2069,2.4388,24,0.0,0.00046209902643012946
16.12,-0.1382,1.0493,25,0.0028885110192597985,0.011304341458788447
16.12,0.789,4.1471,26,0.0016998034673578744,0.0016998034673578744
16.12,0.3949,3.5398,27,0.0016998034673578744,0.0016998034673578744
16.12,0.3461,2.7175,28,0.0,0.00046209902643012946
16.12,2.2924,1.5048,29,0.0,0.0
16.12,2.8998,2.2268,30,0.0,0.0
16.12,3.6566,3.5433,31,0.0,0.0
16.12,4.5427,1.5916,32,0.0,0.0
16.16,-3.1317,3.455,19,0.0,0.0
16.16,-3.2204,2.4947,20,0.0,0.0
16.16,-3.2626,1.813,21,0.0,0.0
16.16,-2.8015,4.1298,22,0.0,0.0
16.16,-0.1888,1.7745,23,0.0028885110192597985,0.011304341458788447
16.16,-0.2647,2.4397,24,0.0,0.00046209902643012946
16.16,-0.1936,1.0608,25,0.0028885110192597985,0.011304341458788447
16.16,0.7338,4.1507,26,0.0016998034673578744,0.0016998034673578744
16.16,0.3281,3.5472,27,0.0016998034673578744,0.0016998034673578744
16.16,0.2737,2.7272,28,0.0,0.00046209902643012946
16.16,2.2316,1.4961,29,0.0,0.0
16.16,2.8262,2.2324,30,0.0,0.0
16.16,3.5888,3.5506,31,0.0,0.0
16.16,4.4856,1.5965,32,0.0,0.0
16.2,-3.1787,3.451,19,0.0,0.0
16.2,-3.2843,2.4904,20,0.0,0.0
16.2,-3.3161,1.8023,21,0.0,0.0
16.2,-2.8765,4.1393,22,0.0,0.0
16.2,-0.2419,1.761,23,0.0028885110192597985,0.011304341458788447
16.2,-0.3172,2.4434,24,3.40860806125054e-06,0.00046209902643012946
16.2,-0.2502,1.0683,25,0.0028885110192597985,0.011304341458788447
16.2,0.6808,4.1502,26,0.0016998034673578744,0.0016998034673578744
16.2,0.2636,3.5545,27,0.0016998034673578744,0.0016998034673578744
16.2,0.1958,2.7446,28,3.40860806125054e-06,0.00046209902643012946
16.2,2.1846,1.4894,29,0.0,0.0
16.2,2.7685,2.2307,30,0.0,0.0
16.2,3.5208,3.5578,31,0.0,0.0
16.2,4.4278,1.6,32,0.0,0.0
16.240000000000002,-3.2373,3.4348,19,0.0,0.0
16.240000000000002,-3.3537,2.4949,20,0.0,0.0
16.240000000000002,-3.3773,1.7886,21,0.0,0.0
16.240000000000002,-2.9489,4.1464,22,0.0,0.0
16.240000000000002,-0.2929,1.7556,23,0.0028885110192597985,0.011304341458788447
16.240000000000002,-0.3749,2.4417,24,4.989377141106921e-06,0.00046209902643012946
16.240000000000002,-0.3175,1.0834,25,0.0028885110192597985,0.011304341458788447
16.240000000000002,0.6166,4.1456,26,0.0016998034673578744,0.0016998034673578744
16.240000000000002,0.2039,3.5592,27,0.0016998034673578744,0.0016998034673578744
16.240000000000002,0.1311,2.7597,28,4.989377141106921e-06,0.00046209902643012946
16.240000000000002,2.1272,1.4799,29,0.0,0.0
16.240000000000002,2.7161,2.2292,30,0.0,0.0
16.240000000000002,3.4433,3.5601,31,0.0,0.0
16.240000000000002,4.3668,1.5986,32,0.0,0.0
16.28,-3.2833,3.44,19,0.0,0.0
16.28,-3.4113,2.4932,20,0.0,0.0
16.28,-3.4268,1.7793,21,0.0,0.0
16.28,-3.0302,4.1466,22,0.0,0.0
16.28,-0.3413,1.7502,23,0.0028885110192597985,0.011304341458788447
16.28,-0.4301,2.4453,24,7.671308557388734e-06,0.00046209902643012946
16.28,-0.3714,1.0857,25,0.0028885110192597985,0.011304341458788447
16.28,0.5548,4.1398,26,0.0016998034673578744,0.0016998034673578744
16.28,0.139,3.5691,27,0.0016998034673578744,0.0016998034673578744
16.28,0.0622,2.7812,28,7.671308557388734e-06,0.00046209902643012946
16.28,2.0644,1.4728,29,0.0,0.0
16.28,2.6609,2.2328,30,0.0,0.0
16.28,3.3692,3.5682,31,0.0,0.0
16.28,4.3128,1.5981,32,0.0,0.0
16.32,-3.3396,3.4344,19,0.0,0.0
16.32,-3.4664,2.4942,20,0.0,0.0
16.32,-3.4739,1.7753,21,0.0,0.0
16.32,-3.0988,4.1603,22,0.0,0.0
16.32,-0.3934,1.7408,23,0.0028885110192597985,0.011304341458788447
16.32,-0.4875,2.4487,24,8.819941072157889e-06,0.00046209902643012946
16.32,-0.4172,1.083,25,0.0028885110192597985,0.011304341458788447
16.32,0.5034,4.136,26,0.0016998034673578744,0.0016998034673578744
16.32,0.0737,3.5825,27,0.0016998034673578744,0.0016998034673578744
16.32,-0.0025,2.799,28,8.819941072157889e-06,0.00046209902643012946
16.32,2.0044,1.4631,29,0.0,0.0
16.32,2.6159,2.2426,30,0.0,0.0
16.32,3.3005,3.5738,31,0.0,0.0
16.32,4.2522,1.6039,32,0.0,0.0
16.36,-3.3997,3.4274,19,0.0,0.0
16.36,-3.5084,2.493,20,0.0,0.0
16.36,-3.547,1.7626,21,0.0,0.0
16.36,-3.1643,4.1583,22,0.0,0.0
16.36,-0.4409,1.7473,23,0.0028885110192597985,0.011304341458788447
16.36,-0.5453,2.4527,24,9.906190884589883e-06,0.00046209902643012946
16.36,-0.4669,1.0789,25,0.0028885110192597985,0.011304341458788447
16.36,0.4432,4.1316,26,0.0016998034673578744,0.0016998034673578744
16.36,0.008,3.5915,27,0.0016998034673578744,0.0016998034673578744
16.36,-0.0713,2.8179,28,9.906190884589883e-06,0.00046209902643012946
16.36,1.9378,1.4546,29,0.0,0.0
16.36,2.5269,2.2419,30,0.0,0.0
16.36,3.2279,3.5887,31,0.0,0.0
16.36,4.1877,1.5898,32,0.0,0.0
16.4,-3.4681,3.4242,19,0.0,0.0
16.4,-3.556,2.4879,20,0.0,0.0
16.4,-3.6122,1.7502,21,0.0,0.0
16.4,-3.2352,4.1589,22,0.0,0.0
16.4,-0.4984,1.7403,23,0.0028885110192597985,0.011304341458788447
16.4,-0.6036,2.4569,24,9.906190884589883e-06,0.00046209902643012946
16.4,-0.5207,1.0786,25,0.0028885110192597985,0.011304341458788447
16.4,0.3829,4.1298,26,0.0016998034673578744,0.0016998034673578744
16.4,-0.0566,3.604,27,0.0016998034673578744,0.0016998034673578744
16.4,-0.1401,2.8395,28,9.906190884589883e-06,0.00046209902643012946
16.4,1.8708,1.4565,29,0.0,0.0
16.4,2.4505,2.2528,30,0.0,0.0
16.4,3.1659,3.6013,31,0.0,0.0
16.4,4.1171,1.5851,32,0.0,0.0
16.44,-3.5254,3.421,19,0.0,0.0
16.44,-3.6197,2.4972,20,0.0,0.0
16.44,-3.6604,1.7396,21,0.0,0.0
16.44,-3.306,4.1594,22,0.0,0.0
16.44,-0.5536,1.7437,23,0.0028885110192597985,0.011304341458788447
16.44,-0.6622,2.462,24,1.1026771003619373e-05,0.00046209902643012946
16.44,-0.5718,1.0784,25,0.0028885110192597985,0.011304341458788447
16.44,0.3225,4.1333,26,0.0016998034673578744,0.0016998034673578744
16.44,-0.1197,3.61,27,0.0016998034673578744,0.0016998034673578744
16.44,-0.2128,2.857,28,1.1026771003619373e-05,0.00046209902643012946
16.44,1.8081,1.4494,29,0.0,0.0
16.44,2.3822,2.256,30,0.0,0.0
16.44,3.087,3.6094,31,0.0,0.0
16.44,4.0472,1.5877,32,0.0,0.0
16.48,-3.587,3.4205,19,0.0,0.0
16.48,-3.6818,2.5036,20,0.0,0.0
16.48,-3.7193,1.7339,21,0.0,0.0
16.48,-3.3662,4.155,22,0.0,0.0
16.48,-0.6188,1.7582,23,0.0028885110192597985,0.011304341458788447
16.48,-0.7644,2.4928,24,1.1026771003619373e-05,0.00046209902643012946
16.48,-0.6229,1.0756,25,0.0028885110192597985,0.011304341458788447
16.48,0.2648,4.1316,26,0.0016998034673578744,0.0016998034673578744
16.48,-0.1816,3.6173,27,0.0016998034673578744,0.0016998034673578744
16.48,-0.2871,2.8759,28,1.1026771003619373e-05,0.00046209902643012946
16.48,1.7454,1.4397,29,0.0,0.0
16.48,2.3087,2.2591,30,0.0,0.0
16.48,3.0263,3.6207,31,0.0,0.0
16.48,3.9737,1.5882,32,0.0,0.0
16.52,-3.654,3.4225,19,0.0,0.0
16.52,-3.7553,2.5066,20,0.0,0.0
16.52,-3.7868,1.724,21,0.0,0.0
16.52,-3.4265,4.1532,22,0.0,0.0
16.52,-0.689,1.7137,23,0.0028885110192597985,0.011304341458788447
16.52,-0.8159,2.4788,24,1.1026771003619373e-05,0.00046209902643012946
16.52,-0.6754,1.0767,25,0.0028885110192597985,0.011304341458788447
16.52,0.2043,4.1376,26,0.0016998034673578744,0.0016998034673578744
16.52,-0.2472,3.618,27,0.0016998034673578744,0.0016998034673578744
16.52,-0.3622,2.8959,28,1.1026771003619373e-05,0.00046209902643012946
16.52,1.6907,1.4276,29,0.0,0.0
16.52,2.2273,2.2619,30,0.0,0.0
16.52,2.9737,3.627,31,0.0,0.0
16.52,3.892,1.5875,32,0.0,0.0
16.56,-3.7117,3.4234,19,0.0,0.0
16.56,-3.8236,2.5072,20,0.0,0.0
16.56,-3.8686,1.7268,21,0.0,0.0
16.56,-3.492,4.1512,22,0.0,0.0
16.56,-0.7236,1.7267,23,0.0028885110192597985,0.011304341458788447
16.56,-0.8402,2.4751,24,1.5457409661578936e-05,0.00046209902643012946
16.56,-0.7306,1.0803,25,0.0028885110192597985,0.011304341458788447
16.56,0.1489,4.1491,26,0.0016998034673578744,0.0016998034673578744
16.56,-0.3063,3.6202,27,0.0016998034673578744,0.0016998034673578744
16.56,-0.4419,2.9149,28,1.5457409661578936e-05,0.00046209902643012946
16.56,1.634,1.4209,29,0.0,0.0
16.56,2.1585,2.2808,30,0.0,0.0
16.56,2.9191,3.6329,31,0.0,0.0
16.56,3.8273,1.5961,32,0.0,0.0
16.6,-3.777,3.4136,19,0.0,0.0
16.6,-3.8838,2.5054,20,0.0,0.0
16.6,-3.9339,1.7197,21,0.0,0.0
16.6,-3.5626,4.1439,22,0.0,0.0
16.6,-0.7692,1.7611,23,0.0028885110192597985,0.011304341458788447
16.6,-0.895,2.4805,24,2.502237890256165e-05,0.00046209902643012946
16.6,-0.7817,1.0801,25,0.0028885110192597985,0.011304341458788447
16.6,0.0869,4.1617,26,0.0016998034673578744,0.0016998034673578744
16.6,-0.3666,3.621,27,0.0016998034673578744,0.0016998034673578744
16.6,-0.5237,2.9334,28,2.502237890256165e-05,0.00046209902643012946
16.6,1.5773,1.4132,29,0.0,0.0
16.6,2.0927,2.2894,30,0.0,0.0
16.6,2.8659,3.6343,31,0.0,0.0
16.6,3.7547,1.5812,32,0.0,0.0
16.64,-3.8273,3.4278,19,0.0,0.0
16.64,-3.9417,2.5019,20,0.0,0.0
16.64,-3.9878,1.7133,21,0.0,0.0
16.64,-3.6138,4.1437,22,0.0,0.0
16.64,-0.8298,1.7724,23,0.0028885110192597985,0.011304341458788447
16.64,-0.9479,2.4824,24,3.758874085058039e-05,0.00046209902643012946
16.64,-0.8316,1.0812,25,0.0028885110192597985,0.011304341458788447
16.64,0.0305,4.1587,26,0.0016998034673578744,0.0016998034673578744
16.64,-0.4366,3.6273,27,0.0016998034673578744,0.0016998034673578744
16.64,-0.6121,2.9567,28,3.758874085058039e-05,0.00046209902643012946
16.64,1.5241,1.4032,29,0.0,0.0
16.64,2.0295,2.298,30,0.0,0.0
16.64,2.8187,3.6329,31,0.0,0.0
16.64,3.7017,1.5866,32,0.0,0.0
16.68,-3.8678,3.426,19,0.0,0.0
16.68,-3.9991,2.502,20,0.0,0.0
16.68,-4.0455,1.7142,21,0.0,0.0
16.68,-3.6988,4.1372,22,0.0,0.0
16.68,-0.8994,1.7691,23,0.0028885110192597985,0.011304341458788447
16.68,-1.0028,2.4755,24,4.7971626610077145e-05,0.00046209902643012946
16.68,-0.8881,1.0861,25,0.0028885110192597985,0.011304341458788447
16.68,-0.0247,4.165,26,0.0016998034673578744,0.0016998034673578744
16.68,-0.4989,3.6132,27,0.0016998034673578744,0.0016998034673578744
16.68,-0.6885,2.9682,28,4.7971626610077145e-05,0.00046209902643012946
16.68,1.4742,1.4043,29,0.0,0.0
16.68,1.9718,2.3055,30,0.0,0.0
16.68,2.7595,3.6404,31,0.0,0.0
16.68,3.6343,1.5701,32,0.0,0.0
16.72,-3.9271,3.4327,19,0.0,0.0
