point cloud with 4719 points in dimension 2
value range: [0,0.848378]
distance matrix with 4719 points, using threshold at enclosing radius 0.430794
persistence intervals in dim 0:
 [0,8.34465e-07)
 [0,8.34465e-07)
 [0,8.34465e-07)
 [0,8.34465e-07)
 [0,8.34465e-07)
 [0,8.9407e-07)
 [0,8.9407e-07)
 [0,8.9407e-07)
 [0,9.53674e-07)
 [0,9.53674e-07)
 [0,1.66893e-06)
 [0,1.66893e-06)
 [0,1.72853e-06)
 [0,1.90735e-06)
 [0,1.96695e-06)
 [0,1.96695e-06)
 [0,1.96695e-06)
 [0,2.17557e-06)
 [0,2.32458e-06)
 [0,2.5034e-06)
 [0,2.5034e-06)
 [0,2.563e-06)
 [0,2.563e-06)
 [0,2.563e-06)
 [0,2.68221e-06)
 [0,2.68221e-06)
 [0,2.68221e-06)
 [0,2.74181e-06)
 [0,2.80142e-06)
 [0,2.80142e-06)
 [0,3.01003e-06)
 [0,3.03984e-06)
 [0,3.39746e-06)
 [0,3.39746e-06)
 [0,3.39746e-06)
 [0,3.57628e-06)
 [0,3.63588e-06)
 [0,3.63588e-06)
 [0,3.69549e-06)
 [0,3.8147e-06)
 [0,3.8743e-06)
 [0,4.11272e-06)
 [0,4.23193e-06)
 [0,4.23193e-06)
 [0,4.23193e-06)
 [0,4.23193e-06)
 [0,4.29153e-06)
 [0,4.29153e-06)
 [0,4.35114e-06)
 [0,4.47035e-06)
 [0,4.64916e-06)
 [0,4.64916e-06)
 [0,4.76837e-06)
 [0,4.76837e-06)
 [0,4.82798e-06)
 [0,5.00679e-06)
 [0,5.03659e-06)
 [0,5.126e-06)
 [0,5.24521e-06)
 [0,5.30481e-06)
 [0,5.36442e-06)
 [0,5.45382e-06)
 [0,5.48363e-06)
 [0,5.60284e-06)
 [0,5.66244e-06)
 [0,5.84126e-06)
 [0,5.87106e-06)
 [0,5.90086e-06)
 [0,6.13928e-06)
 [0,6.13928e-06)
 [0,6.13928e-06)
 [0,6.19888e-06)
 [0,6.31809e-06)
 [0,6.3777e-06)
 [0,6.4373e-06)
 [0,6.49691e-06)
 [0,6.61612e-06)
 [0,6.73532e-06)
 [0,6.73532e-06)
 [0,6.73532e-06)
 [0,6.73532e-06)
 [0,6.79493e-06)
 [0,6.85453e-06)
 [0,6.85453e-06)
 [0,6.91414e-06)
 [0,6.91414e-06)
 [0,6.91414e-06)
 [0,6.91414e-06)
 [0,6.97374e-06)
 [0,7.00355e-06)
 [0,7.06315e-06)
 [0,7.09295e-06)
 [0,7.21216e-06)
 [0,7.21216e-06)
 [0,7.33137e-06)
 [0,7.45058e-06)
 [0,7.51019e-06)
 [0,7.62939e-06)
 [0,7.62939e-06)
 [0,7.62939e-06)
 [0,7.62939e-06)
 [0,7.92742e-06)
