point cloud with 52007 points in dimension 3
value range: [0.0902496,186.124]
sparse distance matrix with 52007 points and 57399/1352364024 entries
persistence intervals in dim 0:
 [0,0.0902496)
 [0,0.0970464)
 [0,0.104923)
 [0,0.109772)
 [0,0.109932)
 [0,0.132019)
 [0,0.137462)
 [0,0.138192)
 [0,0.140036)
 [0,0.141152)
 [0,0.142972)
 [0,0.148273)
 [0,0.151013)
 [0,0.151222)
 [0,0.151344)
 [0,0.152053)
 [0,0.153951)
 [0,0.157686)
 [0,0.15984)
 [0,0.160331)
 [0,0.161409)
 [0,0.164223)
 [0,0.164268)
 [0,0.169198)
 [0,0.170135)
 [0,0.171945)
 [0,0.171945)
 [0,0.172012)
 [0,0.172884)
 [0,0.173488)
 [0,0.174153)
 [0,0.175696)
 [0,0.176567)
 [0,0.177722)
 [0,0.17855)
 [0,0.178709)
 [0,0.179936)
 [0,0.181011)
 [0,0.181033)
 [0,0.183636)
 [0,0.184201)
 [0,0.185311)
 [0,0.1864)
 [0,0.186604)
 [0,0.187473)
 [0,0.187683)
 [0,0.189275)
 [0,0.189362)
 [0,0.18979)
 [0,0.190759)
 [0,0.190877)
 [0,0.191627)
 [0,0.192626)
 [0,0.192824)
 [0,0.193238)
 [0,0.193582)
 [0,0.194093)
 [0,0.195167)
 [0,0.195635)
 [0,0.196224)
 [0,0.196461)
 [0,0.19654)
 [0,0.196786)
 [0,0.19774)
 [0,0.197767)
 [0,0.19804)
 [0,0.198275)
 [0,0.198285)
 [0,0.198295)
 [0,0.198436)
 [0,0.198668)
 [0,0.200242)
 [0,0.200412)
 [0,0.200771)
 [0,0.20089)
 [0,0.201301)
 [0,0.201676)
 [0,0.201933)
 [0,0.202072)
 [0,0.202475)
 [0,0.202785)
 [0,0.203246)
 [0,0.203482)
 [0,0.203593)
 [0,0.20412)
 [0,0.204198)
 [0,0.204534)
 [0,0.204944)
 [0,0.20501)
 [0,0.205183)
 [0,0.205854)
 [0,0.2064)
 [0,0.206652)
 [0,0.208904)
 [0,0.208904)
 [0,0.208943)
 [0,0.209029)
 [0,0.209093)
 [0,0.209153)
 [0,0.209764)
 [0,0.210052)
 [0,0.210193)
 [0,0.210523)
 [0,0.211002)
 [0,0.211691)
 [0,0.211936)
 [0,0.212)
 [0,0.212085)
 [0,0.21296)
 [0,0.21374)
 [0,0.213841)
 [0,0.213927)
 [0,0.21456)
 [0,0.214674)
 [0,0.21523)
 [0,0.215337)
 [0,0.21539)
 [0,0.215613)
 [0,0.215697)
 [0,0.215824)
 [0,0.215928)
 [0,0.215968)
 [0,0.216363)
 [0,0.216363)
 [0,0.216899)
 [0,0.216899)
 [0,0.218161)
 [0,0.218229)
 [0,0.218357)
 [0,0.218525)
 [0,0.218769)
 [0,0.218769)
 [0,0.218838)
 [0,0.219185)
 [0,0.219208)
 [0,0.219329)
 [0,0.219401)
 [0,0.220102)
 [0,0.220168)
 [0,0.220493)
 [0,0.220538)
 [0,0.220772)
 [0,0.221)
 [0,0.221371)
 [0,0.221677)
 [0,0.221779)
 [0,0.221822)
 [0,0.221903)
 [0,0.221923)
 [0,0.222093)
 [0,0.22238)
 [0,0.222441)
 [0,0.222612)
 [0,0.222791)
 [0,0.223081)
 [0,0.223464)
 [0,0.223466)
 [0,0.223486)
 [0,0.223759)
 [0,0.223786)
 [0,0.223788)
 [0,0.22402)
 [0,0.224179)
 [0,0.224404)
 [0,0.224829)
 [0,0.224875)
 [0,0.224877)
 [0,0.225002)
 [0,0.225258)
 [0,0.225284)
 [0,0.225375)
 [0,0.225858)
 [0,0.226294)
 [0,0.22642)
 [0,0.226715)
 [0,0.226991)
 [0,0.227108)
 [0,0.227264)
 [0,0.227266)
 [0,0.22737)
 [0,0.22749)
 [0,0.227772)
 [0,0.228116)
 [0,0.228443)
 [0,0.228465)
 [0,0.228712)
 [0,0.229009)
 [0,0.229035)
 [0,0.229218)
 [0,0.229218)
 [0,0.229393)
 [0,0.229924)
