point cloud with 2551 points in dimension 3
value range: [0.286017,75.8215]
distance matrix with 2551 points, using threshold at enclosing radius 37.9842
persistence intervals in dim 0:
 [0,0.286017)
 [0,0.341873)
 [0,0.359643)
 [0,0.37274)
 [0,0.373091)
 [0,0.388411)
 [0,0.401292)
 [0,0.4056)
 [0,0.40694)
 [0,0.416496)
 [0,0.416985)
 [0,0.417956)
 [0,0.422727)
 [0,0.428569)
 [0,0.435155)
 [0,0.435543)
 [0,0.439391)
 [0,0.439918)
 [0,0.445592)
 [0,0.451698)
 [0,0.45182)
 [0,0.452414)
 [0,0.453601)
 [0,0.45384)
 [0,0.453901)
 [0,0.455886)
 [0,0.45631)
 [0,0.457177)
 [0,0.459142)
 [0,0.459741)
 [0,0.460071)
 [0,0.460203)
 [0,0.461803)
 [0,0.463552)
 [0,0.469228)
 [0,0.469622)
 [0,0.470146)
 [0,0.471027)
 [0,0.47332)
 [0,0.476287)
 [0,0.476979)
 [0,0.477214)
 [0,0.479032)
 [0,0.47922)
 [0,0.480244)
 [0,0.480406)
 [0,0.481461)
 [0,0.482348)
 [0,0.483164)
 [0,0.483354)
 [0,0.483357)
 [0,0.484077)
 [0,0.484445)
 [0,0.484447)
 [0,0.484917)
 [0,0.485214)
 [0,0.485468)
 [0,0.486735)
 [0,0.489068)
 [0,0.489108)
 [0,0.491577)
 [0,0.491969)
 [0,0.493288)
 [0,0.496596)
 [0,0.497451)
 [0,0.49832)
 [0,0.498657)
 [0,0.499387)
 [0,0.499482)
 [0,0.499965)
 [0,0.500177)
 [0,0.501145)
 [0,0.50158)
 [0,0.502023)
 [0,0.502378)
 [0,0.503137)
 [0,0.503764)
 [0,0.504249)
 [0,0.505154)
 [0,0.50523)
 [0,0.505375)
 [0,0.505679)
 [0,0.508082)
 [0,0.508796)
 [0,0.511396)
 [0,0.511793)
 [0,0.512311)
 [0,0.512525)
 [0,0.512681)
 [0,0.513762)
 [0,0.51452)
 [0,0.514881)
 [0,0.515846)
 [0,0.516723)
 [0,0.519124)
 [0,0.520009)
 [0,0.52013)
 [0,0.521707)
 [0,0.522431)
 [0,0.522507)
 [0,0.522736)
 [0,0.523285)
 [0,0.524508)
 [0,0.526438)
 [0,0.526903)
 [0,0.527185)
 [0,0.527329)
 [0,0.527873)
 [0,0.52896)
 [0,0.530561)
 [0,0.53092)
 [0,0.531009)
 [0,0.531214)
 [0,0.531817)
 [0,0.531942)
 [0,0.532497)
 [0,0.533208)
 [0,0.533879)
 [0,0.53467)
 [0,0.535299)
 [0,0.536501)
 [0,0.537084)
 [0,0.537089)
 [0,0.538055)
 [0,0.53833)
 [0,0.538718)
 [0,0.539337)
 [0,0.539501)
 [0,0.539777)
 [0,0.540638)
 [0,0.542921)
 [0,0.543039)
 [0,0.543193)
 [0,0.543889)
 [0,0.544538)
 [0,0.544963)
 [0,0.545217)
 [0,0.545469)
 [0,0.54579)
 [0,0.546912)
