point cloud with 36307 points in dimension 3
value range: [0.0996293,157.947]
sparse distance matrix with 36307 points and 77109/659099124 entries
persistence intervals in dim 0:
 [0,0.0996293)
 [0,0.122887)
 [0,0.147719)
 [0,0.155715)
 [0,0.1589)
 [0,0.16518)
 [0,0.177694)
 [0,0.179503)
 [0,0.179726)
 [0,0.180545)
 [0,0.180994)
 [0,0.182649)
 [0,0.185025)
 [0,0.185133)
 [0,0.187587)
 [0,0.187855)
 [0,0.18938)
 [0,0.190966)
 [0,0.192684)
 [0,0.192928)
 [0,0.193509)
 [0,0.194363)
 [0,0.19452)
 [0,0.196295)
 [0,0.197812)
 [0,0.198215)
 [0,0.199349)
 [0,0.199399)
 [0,0.200117)
 [0,0.202105)
 [0,0.203838)
 [0,0.203861)
 [0,0.205055)
 [0,0.205335)
 [0,0.206205)
 [0,0.207889)
 [0,0.209156)
 [0,0.21148)
 [0,0.211814)
 [0,0.212129)
 [0,0.212175)
 [0,0.215387)
 [0,0.215427)
 [0,0.215574)
 [0,0.21563)
 [0,0.216454)
 [0,0.21707)
 [0,0.222003)
 [0,0.222024)
 [0,0.222139)
 [0,0.223082)
 [0,0.223417)
 [0,0.22395)
 [0,0.225717)
 [0,0.228571)
 [0,0.228729)
 [0,0.228747)
 [0,0.230401)
 [0,0.231106)
 [0,0.231216)
 [0,0.231422)
 [0,0.232157)
 [0,0.234527)
 [0,0.234578)
 [0,0.236689)
 [0,0.237328)
 [0,0.238036)
 [0,0.2388)
 [0,0.238905)
 [0,0.239826)
 [0,0.239865)
 [0,0.23987)
 [0,0.240722)
 [0,0.241665)
 [0,0.241896)
 [0,0.242043)
 [0,0.242238)
 [0,0.242689)
 [0,0.242966)
 [0,0.243189)
 [0,0.243272)
 [0,0.243283)
 [0,0.243408)
 [0,0.243429)
 [0,0.243574)
 [0,0.244577)
 [0,0.245156)
 [0,0.24521)
 [0,0.245901)
 [0,0.246222)
 [0,0.247775)
 [0,0.24782)
 [0,0.247846)
 [0,0.248113)
 [0,0.248551)
 [0,0.249911)
 [0,0.249911)
 [0,0.249942)
 [0,0.250304)
 [0,0.250976)
 [0,0.251122)
 [0,0.251161)
 [0,0.251283)
 [0,0.25146)
 [0,0.251923)
 [0,0.252192)
 [0,0.253107)
 [0,0.25319)
 [0,0.253316)
 [0,0.253602)
 [0,0.25422)
 [0,0.254474)
 [0,0.254892)
 [0,0.254912)
 [0,0.25511)
 [0,0.255373)
 [0,0.255592)
 [0,0.25581)
 [0,0.256758)
 [0,0.256992)
 [0,0.257217)
 [0,0.257617)
 [0,0.258239)
 [0,0.259005)
 [0,0.259062)
 [0,0.259555)
 [0,0.259725)
 [0,0.259836)
 [0,0.259909)
 [0,0.260146)
 [0,0.260163)
 [0,0.260368)
 [0,0.260521)
 [0,0.260527)
 [0,0.260657)
 [0,0.260675)
 [0,0.26074)
 [0,0.261752)
 [0,0.262681)
 [0,0.262814)
 [0,0.262899)
 [0,0.263482)
 [0,0.263663)
 [0,0.263807)
 [0,0.265268)
 [0,0.265287)
 [0,0.26582)
 [0,0.266083)
 [0,0.266218)
 [0,0.266268)
 [0,0.266468)
 [0,0.266557)
 [0,0.26782)
 [0,0.268211)
 [0,0.268658)
 [0,0.269441)
 [0,0.269527)
 [0,0.269678)
 [0,0.269698)
 [0,0.270125)
 [0,0.271417)
 [0,0.271629)
 [0,0.271678)
 [0,0.272027)
 [0,0.272122)
 [0,0.272225)
 [0,0.272252)
 [0,0.272346)
 [0,0.272364)
 [0,0.2724)
 [0,0.272767)
 [0,0.273062)
 [0,0.273448)
 [0,0.27352)
 [0,0.273584)
 [0,0.273732)
 [0,0.273927)
 [0,0.273972)
 [0,0.274232)
 [0,0.274484)
 [0,0.274901)
 [0,0.27495)
 [0,0.275272)
 [0,0.275343)
 [0,0.275483)
 [0,0.27588)
 [0,0.275961)
 [0,0.276465)
 [0,0.276469)
 [0,0.276628)
 [0,0.276848)
 [0,0.276973)
 [0,0.277)
 [0,0.27731)
 [0,0.27735)
 [0,0.277466)
 [0,0.277543)
 [0,0.277609)
 [0,0.277986)
 [0,0.278108)
 [0,0.278136)
 [0,0.278324)
 [0,0.278673)
 [0,0.278794)
 [0,0.27886)
 [0,0.278955)
 [0,0.279124)
 [0,0.279706)
 [0,0.279776)
 [0,0.27984)
 [0,0.27984)
 [0,0.279899)
 [0,0.279996)
 [0,0.280052)
 [0,0.280285)
 [0,0.280426)
 [0,0.280466)
 [0,0.280645)
 [0,0.28066)
 [0,0.280739)
 [0,0.280924)
 [0,0.280971)
 [0,0.281134)
 [0,0.281343)
 [0,0.281659)
 [0,0.28171)
 [0,0.282338)
 [0,0.282389)
 [0,0.282401)
 [0,0.282893)
 [0,0.283006)
 [0,0.283009)
 [0,0.283037)
 [0,0.283039)
 [0,0.283044)
 [0,0.283216)
 [0,0.283573)
 [0,0.283724)
 [0,0.28381)
 [0,0.284042)
 [0,0.284044)
 [0,0.284123)
 [0,0.284261)
 [0,0.284347)
 [0,0.284398)
 [0,0.28441)
 [0,0.285007)
 [0,0.285212)
 [0,0.2853)
 [0,0.28534)
 [0,0.285901)
 [0,0.285902)
 [0,0.286007)
 [0,0.286048)
 [0,0.286066)
 [0,0.286094)
 [0,0.286319)
 [0,0.286346)
 [0,0.286372)
 [0,0.286805)
 [0,0.286816)
 [0,0.287031)
 [0,0.287137)
 [0,0.287244)
 [0,0.287376)
 [0,0.287542)
 [0,0.287899)
 [0,0.288201)
 [0,0.288469)
 [0,0.288472)
