point cloud with 35416 points in dimension 3
value range: [0.103354,165.015]
sparse distance matrix with 35416 points and 49381/627146527 entries
persistence intervals in dim 0:
 [0,0.103354)
 [0,0.117903)
 [0,0.118038)
 [0,0.119541)
 [0,0.121495)
 [0,0.12516)
 [0,0.127425)
 [0,0.132883)
 [0,0.132966)
 [0,0.133056)
 [0,0.133405)
 [0,0.137295)
 [0,0.1386)
 [0,0.138842)
 [0,0.139607)
 [0,0.140431)
 [0,0.144056)
 [0,0.148142)
 [0,0.1486)
 [0,0.149683)
 [0,0.150097)
 [0,0.15095)
 [0,0.153052)
 [0,0.154729)
 [0,0.156109)
 [0,0.156589)
 [0,0.156984)
 [0,0.159201)
 [0,0.16059)
 [0,0.16105)
 [0,0.165529)
 [0,0.167586)
 [0,0.1698)
 [0,0.172235)
 [0,0.179969)
 [0,0.181761)
 [0,0.182222)
 [0,0.182913)
 [0,0.183142)
 [0,0.183663)
 [0,0.184272)
 [0,0.185068)
 [0,0.185594)
 [0,0.185699)
 [0,0.185809)
 [0,0.188215)
 [0,0.18843)
 [0,0.189003)
 [0,0.190709)
 [0,0.191416)
 [0,0.191638)
 [0,0.193256)
 [0,0.193912)
 [0,0.194427)
 [0,0.194487)
 [0,0.195816)
 [0,0.19639)
 [0,0.19643)
 [0,0.197101)
 [0,0.197669)
 [0,0.1978)
 [0,0.198595)
 [0,0.198595)
 [0,0.198646)
 [0,0.199161)
 [0,0.199401)
 [0,0.199752)
 [0,0.200002)
 [0,0.200325)
 [0,0.200552)
 [0,0.200823)
 [0,0.200898)
 [0,0.201246)
 [0,0.201933)
 [0,0.201943)
 [0,0.202072)
 [0,0.2022)
 [0,0.202595)
 [0,0.202712)
 [0,0.203404)
 [0,0.203538)
 [0,0.20373)
 [0,0.204362)
 [0,0.204832)
 [0,0.2049)
 [0,0.205234)
 [0,0.205915)
 [0,0.206119)
 [0,0.206497)
 [0,0.206693)
 [0,0.207697)
 [0,0.207762)
 [0,0.208002)
 [0,0.208722)
 [0,0.209022)
 [0,0.209976)
 [0,0.210867)
 [0,0.210889)
 [0,0.21101)
 [0,0.211218)
 [0,0.211521)
 [0,0.211681)
 [0,0.211783)
 [0,0.212624)
 [0,0.212897)
 [0,0.21349)
 [0,0.2136)
 [0,0.213785)
 [0,0.213806)
 [0,0.213909)
 [0,0.21459)
 [0,0.214597)
 [0,0.214888)
 [0,0.215393)
 [0,0.215574)
 [0,0.215752)
 [0,0.216067)
 [0,0.216391)
 [0,0.217278)
 [0,0.217451)
 [0,0.217555)
 [0,0.217555)
 [0,0.217745)
 [0,0.217862)
 [0,0.217892)
 [0,0.218325)
 [0,0.218476)
 [0,0.218689)
 [0,0.218929)
