point cloud with 27884 points in dimension 3
value range: [0.033541,147.845]
sparse distance matrix with 27884 points and 30890/388758727 entries
persistence intervals in dim 0:
 [0,0.033541)
 [0,0.108046)
 [0,0.132136)
 [0,0.137059)
 [0,0.143126)
 [0,0.1454)
 [0,0.146113)
 [0,0.149967)
 [0,0.150921)
 [0,0.152895)
 [0,0.154175)
 [0,0.156372)
 [0,0.158092)
 [0,0.160328)
 [0,0.16059)
 [0,0.161078)
 [0,0.164012)
 [0,0.16822)
 [0,0.176185)
 [0,0.176647)
 [0,0.176706)
 [0,0.178751)
 [0,0.182784)
 [0,0.183635)
 [0,0.18444)
 [0,0.185884)
 [0,0.186097)
 [0,0.186207)
 [0,0.188322)
 [0,0.188521)
 [0,0.188958)
 [0,0.189526)
 [0,0.189747)
 [0,0.190895)
 [0,0.191314)
 [0,0.191408)
 [0,0.193458)
 [0,0.194743)
 [0,0.197436)
 [0,0.197588)
 [0,0.197952)
 [0,0.198338)
 [0,0.19864)
 [0,0.20004)
 [0,0.200205)
 [0,0.200529)
 [0,0.200823)
 [0,0.2014)
 [0,0.202299)
 [0,0.203983)
 [0,0.204296)
 [0,0.204402)
 [0,0.205022)
 [0,0.205061)
 [0,0.205801)
 [0,0.205934)
 [0,0.206022)
 [0,0.206022)
 [0,0.206119)
 [0,0.20677)
 [0,0.206787)
 [0,0.206903)
 [0,0.207634)
 [0,0.20774)
 [0,0.207909)
 [0,0.208087)
 [0,0.208202)
 [0,0.209093)
 [0,0.209404)
 [0,0.209802)
 [0,0.210687)
 [0,0.212408)
 [0,0.212615)
 [0,0.213)
 [0,0.21349)
 [0,0.213715)
 [0,0.214009)
 [0,0.214021)
 [0,0.214149)
 [0,0.214308)
 [0,0.214574)
 [0,0.214888)
 [0,0.215009)
 [0,0.215021)
 [0,0.215188)
 [0,0.215956)
 [0,0.216083)
 [0,0.217518)
 [0,0.217624)
 [0,0.21783)
 [0,0.218277)
 [0,0.21833)
 [0,0.218406)
 [0,0.219009)
 [0,0.219237)
 [0,0.21944)
 [0,0.219456)
 [0,0.219593)
 [0,0.21983)
 [0,0.220127)
 [0,0.220239)
 [0,0.220907)
 [0,0.221)
 [0,0.222428)
 [0,0.222625)
 [0,0.222704)
 [0,0.22427)
 [0,0.224502)
 [0,0.224517)
 [0,0.224617)
 [0,0.225488)
 [0,0.225499)
 [0,0.225743)
 [0,0.226102)
 [0,0.226106)
 [0,0.226515)
